outcome,feature,coef,SE,CI_lo,CI_hi,p,n,q_fdr,group
HAMD,liwc_negative_emotion_words,0.07989511046720431,0.044795268581424644,-0.00790200263018663,0.16769222356459523,0.07449496791137304,348,0.32591548461225706,LIWC
HAMD,liwc_anxiety_words,0.02837689207455767,0.04580747639172721,-0.061404111875896464,0.1181578960250118,0.5355990921554508,348,0.7534283364971789,LIWC
HAMD,liwc_anger_words,0.05345639844056405,0.04423102229763573,-0.03323481226219004,0.14014760914331814,0.22682711596523453,348,0.5538801668918518,LIWC
HAMD,liwc_sad_words,0.06845614549660863,0.04366305616590498,-0.017121872043514674,0.15403416303673192,0.1169213668289031,348,0.41221479766424507,LIWC
HAMD,liwc_social_processes,0.09362464455218,0.0512246592899308,-0.006773842776419459,0.19402313188077946,0.06759067542795275,348,0.32159734846505494,LIWC
HAMD,liwc_family,0.1599708499542308,0.051003984410223344,0.06000487744215066,0.25993682246631095,0.0017101341844170065,348,0.03591281787275714,LIWC
HAMD,liwc_friends,-0.06260162453240846,0.05119647739861831,-0.16294487636901922,0.0377416273042023,0.22141578346164148,348,0.5538801668918518,LIWC
HAMD,liwc_female,0.08710454475917356,0.05321124023360743,-0.017187569671405695,0.19139665918975282,0.10163932665035785,348,0.39526404808472504,LIWC
HAMD,liwc_male,0.010831055285988043,0.049067158625531265,-0.0853388084437671,0.10700091901574318,0.8252953492277111,348,0.8968428101679321,LIWC
HAMD,liwc_cognitive_processes,0.011475097681507737,0.04813472321215675,-0.08286722622012363,0.10581742158313912,0.8115744173447097,348,0.8968428101679321,LIWC
HAMD,liwc_insight,0.03274411891977938,0.04758301690080554,-0.060516880481560176,0.12600511832111894,0.49136010201577907,348,0.7266593057979831,LIWC
HAMD,liwc_causation,0.04542132450816054,0.0430547127112697,-0.038964361770646924,0.129807010786968,0.2914401689840804,348,0.6104524443304336,LIWC
HAMD,liwc_discrepancies,0.11656724027852848,0.04392768969766027,0.03047055054706317,0.20266393000999378,0.00796342859712614,348,0.09290666696647164,LIWC
HAMD,liwc_tentative,-0.03733641978220308,0.04351150822163338,-0.12261740880962296,0.047944569245216805,0.39084746781296464,348,0.654265325202983,LIWC
HAMD,liwc_certainty,0.08966068311910251,0.04283647471966605,0.005702735443896545,0.17361863079430848,0.036340941521871666,348,0.2244587564586191,LIWC
HAMD,liwc_differentiation,-0.02097535113354692,0.046833381173759826,-0.11276709150835237,0.07081638924125855,0.6542457151495844,348,0.8081858834200748,LIWC
HAMD,liwc_perceptual_processes,0.04815710913901499,0.04517287981998242,-0.04038010838610675,0.13669432666413672,0.2863954304831975,348,0.6104524443304336,LIWC
HAMD,liwc_see,0.020503766803933024,0.04481707410428255,-0.06733608433292348,0.10834361794078953,0.6473124173944574,348,0.8081858834200748,LIWC
HAMD,liwc_hear,0.02466973388784287,0.046009524302461746,-0.0655072766908025,0.11484674446648824,0.5918289404627445,348,0.8040831943034561,LIWC
