feature,coef,SE,CI_lower,CI_upper,p_value,n_obs,n_subjects,p_fdr,p_bonferroni
liwc_motion,-0.37794097359187856,0.37733308186343356,-1.1175002242197123,0.3616182770359551,0.3165314957652017,348,104,0.5934965545597531,1.0
liwc_space,-0.35144691022307406,0.36873747867728757,-1.074159088180664,0.37126526773451574,0.34053498305513297,348,104,0.6123000121916605,1.0
liwc_conjunctions,-0.3800397979556809,0.3991182214622988,-1.1622971375954676,0.40221754168410595,0.34099628837308693,348,104,0.6123000121916605,1.0
liwc_semicolons,0.457361464457555,0.48686418831487843,-0.49687481000193334,1.4115977389170433,0.3475240995866521,348,104,0.6123000121916605,1.0
liwc_negative_emotion_words,0.33784794243304095,0.3663303047456265,-0.38014626131396945,1.0558421461800513,0.35639844579738467,348,104,0.6123000121916605,1.0
liwc_feel,0.3235104287900438,0.35543376216319317,-0.3731269439393901,1.0201478015194778,0.36272502763208525,348,104,0.6123000121916605,1.0
liwc_she_he,0.365006935936497,0.4043621384152962,-0.4275282920690838,1.157542163942078,0.3666992715809402,348,104,0.6123000121916605,1.0
liwc_sad_words,0.3083794469736656,0.34211474534100134,-0.3621531324747893,0.9789120264221205,0.3673800073149963,348,104,0.6123000121916605,1.0
liwc_communion_language,0.30799819605896206,0.36229406622592697,-0.40208512555642395,1.018081517674348,0.3952510625806407,348,104,0.6447455138584006,1.0
liwc_ingestion,-0.3025717328911201,0.36136602888488917,-1.0108361347417638,0.40569266895952355,0.40242402628449214,348,104,0.6447455138584006,1.0
liwc_low_empathy,-0.3448727201329683,0.4143866382674434,-1.1570556068117845,0.467310166545848,0.4052686087109947,348,104,0.6447455138584006,1.0
liwc_allure,0.289026650189177,0.3559073681585797,-0.4085389732340768,0.9865922736124308,0.4167434801163359,348,104,0.6477841899455723,1.0
liwc_colons,-0.277247294546801,0.34344287789202693,-0.9503829659619614,0.39588837686835937,0.41951738015522777,348,104,0.6477841899455723,1.0
